student_id,age,gender,department,semester,income_bracket,internet_access,part_time_job,first_gen_student,prev_cgpa,attendance_pct,study_hours_per_week,assignment_completion_pct,midterm_score,num_backlogs,participation_score,library_hours_per_week,extracurricular_activities,sleep_hours_per_night,stress_level,teacher_interaction,final_cgpa,final_grade,performance
STU01343,23,Male,Mechanical,3,High,1,0,0,7.6,74.6,9.3,77.7,96.8,1,8.1,4.3,1,7.3,3.3,2,7.89,B,Pass
STU01344,24,Male,Electronics,6,Upper-Middle,1,0,1,5.73,86.2,6.6,64.6,61.8,1,6.3,1.5,3,7.0,5.2,1,5.82,D,Pass
STU01345,22,Male,Business,5,Upper-Middle,0,0,0,5.7,66.5,2.5,69.2,48.3,3,7.3,1.0,4,7.7,5.0,2,4.15,F,Fail
STU01346,21,Female,Mechanical,7,Middle,1,0,0,7.62,84.0,18.3,88.5,92.2,1,8.2,3.6,3,6.1,2.5,1,8.79,A,Pass
STU01347,23,Female,Business,5,High,1,0,0,5.43,67.2,10.4,72.5,58.4,1,3.6,4.8,0,8.3,4.2,1,6.21,C,Pass
STU01348,19,Male,Mechanical,7,Lower-Middle,1,0,0,6.51,57.8,7.5,55.7,62.9,4,6.2,2.8,4,7.1,4.8,1,4.5,F,Fail
STU01349,18,Male,Computer Science,1,Middle,1,1,0,7.85,62.9,11.9,54.4,89.4,1,5.4,5.5,2,7.7,4.0,1,7.33,B,Pass
STU01350,19,Female,Mechanical,1,Middle,1,0,0,5.92,65.0,6.9,43.7,47.7,1,7.0,3.3,3,6.9,2.8,2,5.03,D,Pass
STU01351,19,Male,Business,1,Middle,1,0,0,9.29,94.9,20.2,80.0,92.1,2,6.4,5.5,5,7.1,3.8,1,8.72,A,Pass
STU01352,24,Female,Mechanical,6,Middle,1,0,1,8.79,90.3,10.3,63.0,90.9,1,6.6,4.4,1,7.3,4.4,1,8.6,A,Pass
STU01353,18,Female,Business,5,Lower-Middle,1,1,0,5.16,73.1,7.7,55.9,58.2,0,8.5,2.2,3,6.8,2.3,2,6.17,C,Pass
STU01354,18,Male,Business,5,Middle,1,0,0,5.99,62.0,8.7,45.3,69.7,1,7.8,6.1,1,8.8,1.0,0,6.22,C,Pass
STU01355,22,Male,Computer Science,5,High,1,0,0,4.23,74.1,7.9,59.8,70.1,3,5.2,2.1,0,6.6,7.6,1,4.79,F,Fail
STU01356,22,Female,Computer Science,3,Lower-Middle,1,0,0,6.18,63.2,9.1,57.6,69.4,6,8.9,3.0,2,6.9,3.5,1,4.98,F,Fail
STU01357,18,Male,Mechanical,5,High,1,1,0,8.2,82.7,8.1,72.3,89.3,2,3.3,1.9,5,6.2,6.7,0,6.46,C,Pass
STU01358,23,Female,Electronics,3,Upper-Middle,1,1,0,6.66,73.2,9.6,57.9,63.0,3,7.0,2.2,4,4.0,5.8,1,5.31,D,Pass
STU01359,20,Female,Business,1,Upper-Middle,1,0,0,7.8,77.6,9.7,77.3,89.7,2,5.0,3.9,4,6.4,6.2,0,7.38,B,Pass
STU01360,22,Female,Business,1,Middle,0,0,1,5.22,76.8,7.7,64.0,53.7,0,7.4,1.4,2,6.5,4.0,2,5.56,D,Pass
STU01361,20,Male,Electronics,6,Upper-Middle,1,1,1,8.24,75.5,17.8,57.5,95.9,2,6.4,6.1,0,8.8,3.7,1,8.35,A,Pass
STU01362,24,Female,Computer Science,7,Low,1,0,1,6.48,61.6,4.7,59.2,64.4,1,4.6,3.1,0,7.3,2.6,2,5.54,D,Pass
STU01363,23,Male,Civil,1,Upper-Middle,0,0,1,7.22,76.2,9.0,85.4,86.9,0,5.7,3.1,3,7.5,1.1,1,7.27,B,Pass
STU01364,18,Female,Electronics,7,Low,1,0,1,7.08,72.2,9.5,66.7,62.9,3,5.4,0.5,0,5.5,4.3,1,6.08,C,Pass
STU01365,23,Female,Business,7,High,1,0,0,5.55,94.8,6.9,73.2,37.9,2,7.9,5.1,3,6.9,1.3,2,5.07,D,Pass
STU01366,22,Male,Electronics,8,High,1,0,1,5.7,73.9,10.6,49.1,64.2,1,8.2,4.6,1,7.9,1.0,2,7.0,C,Pass
STU01367,19,Female,Civil,6,Lower-Middle,1,0,0,8.46,79.0,13.4,65.2,96.4,3,9.9,5.4,2,9.5,1.8,0,8.56,A,Pass
STU01368,24,Female,Computer Science,2,Lower-Middle,1,0,1,7.72,70.1,13.7,64.4,87.7,0,6.3,4.8,1,6.3,1.7,1,8.06,A,Pass
STU01369,18,Male,Mechanical,2,Upper-Middle,1,1,1,8.57,67.8,12.3,56.8,100.0,2,6.8,5.9,1,4.4,6.7,2,7.36,B,Pass
STU01370,21,Male,Mechanical,4,Lower-Middle,0,0,0,7.62,69.9,12.9,45.3,88.9,1,8.3,6.3,1,6.2,5.9,2,7.29,B,Pass
STU01371,24,Male,Mechanical,8,High,1,1,0,7.39,77.8,14.1,58.2,78.4,1,6.2,6.8,1,5.4,2.7,2,7.47,B,Pass
STU01372,20,Male,Computer Science,6,Low,1,0,0,4.96,76.2,4.7,80.3,30.1,3,5.6,2.8,4,6.2,5.0,1,4.26,F,Fail
STU01373,23,Male,Civil,4,Low,1,0,1,6.85,83.2,13.0,84.3,76.1,0,10.0,2.8,0,7.9,5.0,0,7.59,B,Pass
STU01374,18,Female,Business,4,High,1,0,1,7.16,77.7,11.5,57.7,89.4,1,6.6,5.1,2,7.3,2.9,0,7.55,B,Pass
STU01375,24,Male,Computer Science,8,Upper-Middle,1,1,1,9.74,86.1,19.6,78.4,100.0,0,7.6,7.3,2,5.1,5.6,2,9.72,A+,Pass
STU01376,23,Male,Computer Science,2,Upper-Middle,1,1,0,8.09,82.6,12.6,57.8,88.1,0,4.7,4.0,5,7.6,7.6,1,7.59,B,Pass
STU01377,18,Female,Computer Science,6,Lower-Middle,1,0,1,9.2,81.8,16.5,83.1,100.0,1,6.3,4.8,1,8.9,1.0,0,9.94,A+,Pass
STU01378,22,Male,Mechanical,2,Upper-Middle,0,1,0,7.98,93.6,12.8,78.6,77.1,3,10.0,5.7,2,4.5,2.8,2,7.42,B,Pass
STU01379,24,Female,Mechanical,4,Middle,1,0,1,6.28,69.9,9.3,71.4,75.5,1,7.2,3.7,3,8.2,3.8,0,6.2,C,Pass
STU01380,22,Male,Mechanical,6,Middle,1,1,0,7.35,76.1,12.5,48.5,98.2,1,6.8,4.2,2,6.0,7.6,2,7.03,B,Pass
STU01381,24,Male,Computer Science,4,Upper-Middle,1,1,0,7.51,59.8,13.6,62.7,82.7,4,8.1,7.6,1,5.3,3.4,1,6.88,C,Pass
STU01382,22,Female,Electronics,5,Middle,1,1,0,5.98,68.3,5.2,60.9,50.8,3,3.9,3.6,2,4.7,9.6,0,4.06,F,Fail
STU01383,23,Female,Mechanical,8,Middle,1,0,1,6.7,80.2,14.7,76.6,78.6,2,6.4,6.1,0,6.5,4.4,1,6.98,C,Pass
STU01384,21,Female,Mechanical,7,Lower-Middle,1,0,1,6.93,66.1,5.3,68.8,47.6,0,9.7,4.4,1,6.5,1.0,0,6.77,C,Pass
STU01385,24,Female,Business,6,Upper-Middle,1,0,0,9.29,80.4,13.5,68.9,100.0,0,6.9,5.6,4,7.1,6.0,1,8.93,A,Pass
STU01386,24,Female,Computer Science,6,Lower-Middle,1,0,0,4.5,68.8,5.7,55.3,55.3,4,6.4,1.7,0,9.1,1.9,1,4.28,F,Fail
STU01387,22,Male,Civil,7,Upper-Middle,1,0,1,8.77,72.0,15.8,71.0,100.0,3,8.4,5.1,2,6.5,4.3,0,7.36,B,Pass
STU01388,18,Male,Electronics,4,Lower-Middle,1,0,0,5.98,78.4,13.7,66.4,70.3,1,8.8,6.2,4,5.6,1.5,2,7.35,B,Pass
STU01389,24,Female,Electronics,5,Middle,1,0,1,5.42,62.8,2.3,49.0,58.1,1,4.2,2.6,5,6.7,3.6,1,4.82,F,Fail
STU01390,22,Female,Civil,3,Upper-Middle,1,0,0,8.73,80.6,12.9,59.1,84.8,2,7.7,5.6,0,8.0,1.0,1,8.43,A,Pass
STU01391,19,Female,Civil,7,Lower-Middle,1,0,0,8.15,71.8,6.9,48.3,78.0,3,9.2,1.4,5,6.8,1.0,1,6.23,C,Pass
STU01392,22,Male,Business,8,Low,1,0,1,8.83,87.2,14.8,67.2,81.1,0,6.4,6.6,3,7.7,3.6,0,8.51,A,Pass
STU01393,23,Male,Computer Science,2,Low,1,1,1,8.24,100.0,14.3,91.0,89.1,0,7.4,5.2,0,6.4,4.8,2,8.9,A,Pass
STU01394,21,Female,Computer Science,4,Middle,0,0,0,9.88,95.6,21.5,79.2,100.0,2,7.8,8.4,4,7.1,2.6,1,10.0,A+,Pass
STU01395,19,Male,Civil,7,Upper-Middle,0,0,0,7.93,72.7,13.2,58.3,90.3,1,7.7,3.7,5,8.6,1.0,1,8.0,B,Pass
STU01396,23,Female,Mechanical,7,Low,1,1,1,7.0,84.1,14.1,78.5,74.7,6,5.1,8.2,3,5.2,3.4,2,5.98,D,Pass
STU01397,23,Female,Electronics,6,Upper-Middle,1,0,0,7.65,75.7,14.0,57.1,86.9,3,2.1,5.6,5,6.0,6.3,1,7.14,B,Pass
STU01398,23,Male,Computer Science,2,Lower-Middle,1,0,1,8.82,95.1,13.3,78.0,91.2,0,8.1,4.4,2,6.1,4.1,1,8.79,A,Pass
STU01399,18,Female,Computer Science,2,Middle,0,0,0,6.19,77.4,5.1,64.6,60.4,1,8.6,3.5,1,7.3,3.6,2,6.05,C,Pass
STU01400,23,Female,Business,8,High,0,0,0,6.35,48.2,10.5,56.7,72.3,1,4.9,5.4,5,7.1,6.6,2,6.16,C,Pass
STU01401,18,Male,Computer Science,2,Lower-Middle,1,1,1,6.8,66.0,6.1,43.8,70.1,1,5.4,3.8,2,6.9,5.1,1,6.29,C,Pass
STU01402,23,Female,Electronics,7,Middle,0,0,1,4.46,69.9,9.8,53.4,63.1,3,6.2,2.5,1,6.9,4.6,1,5.02,D,Pass
STU01403,20,Male,Computer Science,3,Low,1,0,0,7.38,78.1,11.3,50.5,79.4,1,9.3,6.1,1,6.8,6.7,2,8.06,A,Pass
STU01404,19,Female,Electronics,1,Low,1,0,1,4.75,55.6,10.1,50.7,54.6,2,4.8,3.5,4,7.3,3.8,1,4.9,F,Fail
STU01405,20,Male,Computer Science,4,Lower-Middle,1,0,0,7.27,71.3,10.1,74.9,76.5,1,7.4,4.0,3,8.7,6.1,2,7.2,B,Pass
STU01406,23,Female,Mechanical,1,Low,0,1,0,8.32,66.4,14.5,54.8,84.8,4,4.6,2.0,3,5.0,7.7,2,6.02,C,Pass
STU01407,19,Male,Computer Science,7,Middle,1,0,1,6.58,72.2,10.8,58.2,70.0,5,5.0,3.5,0,6.1,4.4,1,5.51,D,Pass
STU01408,19,Male,Business,1,Middle,0,0,1,9.38,100.0,15.6,88.7,100.0,1,9.3,5.0,2,7.0,4.2,0,9.53,A+,Pass
STU01409,24,Female,Computer Science,7,Middle,1,0,1,5.3,72.9,6.3,74.5,48.8,1,9.1,3.6,4,9.0,1.5,1,6.21,C,Pass
STU01410,21,Male,Mechanical,1,Lower-Middle,1,0,0,8.75,100.0,15.7,79.1,94.0,0,9.3,4.9,5,5.9,1.5,1,9.57,A+,Pass
STU01411,20,Male,Business,2,Lower-Middle,1,0,0,8.08,87.4,10.4,79.3,81.2,1,4.3,1.7,2,7.0,4.5,1,7.29,B,Pass
STU01412,21,Female,Civil,5,Upper-Middle,1,1,0,4.97,73.1,3.3,53.1,49.3,3,6.0,2.4,5,5.3,2.8,2,4.31,F,Fail
STU01413,19,Female,Mechanical,2,High,1,1,0,10.0,100.0,20.7,93.8,100.0,1,8.4,6.8,5,6.6,3.9,1,9.91,A+,Pass
STU01414,18,Female,Electronics,2,Low,1,1,1,7.12,78.6,13.4,88.6,83.8,2,7.0,3.9,5,4.1,6.6,1,7.3,B,Pass
STU01415,19,Female,Electronics,8,High,1,1,0,6.06,68.8,9.3,66.5,50.6,7,3.6,3.9,0,5.2,5.5,2,3.73,F,Fail
STU01416,21,Male,Civil,6,Middle,1,0,1,5.37,75.1,12.7,44.2,76.6,1,4.8,2.2,0,8.3,3.9,1,5.91,D,Pass
STU01417,20,Male,Business,6,Middle,1,0,0,6.91,86.2,10.0,66.1,81.7,1,6.1,4.9,4,7.0,4.3,1,6.89,C,Pass
STU01418,23,Male,Civil,1,Middle,1,1,0,7.03,71.3,15.0,68.9,69.9,1,6.5,5.2,0,5.5,6.1,0,6.6,C,Pass
STU01419,24,Female,Mechanical,7,Low,1,1,0,7.33,70.9,12.2,58.3,58.6,2,3.6,4.3,4,6.2,5.3,1,5.84,D,Pass
STU01420,24,Female,Civil,8,Low,1,1,0,6.81,75.2,7.6,77.8,61.8,5,7.7,4.7,0,6.1,3.5,2,5.19,D,Pass
STU01421,24,Female,Mechanical,2,Middle,1,0,0,8.02,86.8,18.6,77.9,92.1,0,7.2,5.8,3,7.6,4.5,1,9.02,A+,Pass
STU01422,23,Female,Computer Science,8,Lower-Middle,1,0,1,6.7,79.9,13.4,60.9,100.0,1,5.4,5.4,4,4.9,5.7,1,7.43,B,Pass
STU01423,24,Male,Mechanical,1,High,1,1,0,4.68,52.0,6.0,51.5,58.1,1,5.9,2.6,3,5.2,1.9,0,4.94,F,Fail
STU01424,20,Male,Business,6,Middle,1,1,1,7.01,90.3,13.2,65.3,61.8,1,5.4,9.8,3,5.2,4.7,2,7.16,B,Pass
STU01425,23,Male,Computer Science,5,Low,0,1,0,4.12,55.5,4.0,51.5,38.9,2,5.7,2.9,4,6.8,3.4,2,3.6,F,Fail
STU01426,24,Female,Civil,4,Upper-Middle,1,0,1,7.66,76.2,14.8,60.2,86.5,0,4.1,3.7,2,7.0,4.8,1,8.15,A,Pass
STU01427,23,Male,Computer Science,1,Lower-Middle,1,0,0,5.93,62.4,1.7,69.2,60.0,1,3.6,4.1,1,8.4,3.9,2,5.0,D,Pass
STU01428,21,Female,Mechanical,8,Middle,1,0,1,7.41,98.6,8.8,100.0,64.7,1,7.3,5.2,0,7.8,1.0,1,7.98,B,Pass
STU01429,20,Male,Computer Science,5,Upper-Middle,1,1,0,8.91,86.5,17.8,57.6,99.2,2,6.2,6.4,5,5.9,2.4,1,8.62,A,Pass
STU01430,22,Male,Mechanical,4,High,1,0,1,5.97,63.0,8.2,38.6,58.4,1,6.7,2.8,0,7.0,2.4,2,5.51,D,Pass
STU01431,18,Male,Civil,3,Upper-Middle,0,0,1,8.58,89.8,14.8,71.4,83.3,0,7.5,3.4,5,8.3,2.9,0,8.91,A,Pass
STU01432,24,Female,Electronics,1,Upper-Middle,1,1,0,6.64,79.3,6.2,52.4,71.2,2,10.0,3.5,2,7.6,4.0,1,6.41,C,Pass
STU01433,18,Female,Civil,1,Upper-Middle,0,0,0,9.48,85.9,21.5,72.0,100.0,2,6.9,6.4,1,6.9,1.4,1,9.03,A+,Pass
STU01434,23,Male,Civil,3,High,1,1,0,6.73,80.4,14.0,75.7,87.0,0,2.1,3.9,2,5.2,5.2,1,7.42,B,Pass
STU01435,18,Male,Business,3,Lower-Middle,1,0,1,6.11,63.9,8.6,73.3,72.9,1,3.1,4.7,1,4.9,6.0,1,6.1,C,Pass
STU01436,20,Female,Computer Science,1,Low,1,1,0,8.09,76.5,12.0,67.9,82.1,1,5.0,6.9,4,4.1,4.6,0,7.69,B,Pass
STU01437,20,Male,Electronics,3,Lower-Middle,1,0,0,6.63,57.1,13.4,52.3,84.2,0,10.0,4.3,4,7.5,2.6,1,7.68,B,Pass
STU01438,19,Female,Computer Science,2,Lower-Middle,1,1,0,6.11,59.9,15.2,36.2,78.1,3,5.9,6.8,5,6.7,5.2,1,6.23,C,Pass
STU01439,24,Female,Business,4,Upper-Middle,0,1,0,6.58,87.4,13.0,72.7,77.6,4,9.0,5.2,3,5.5,2.8,1,6.49,C,Pass
STU01440,19,Male,Business,4,Middle,1,0,1,7.14,88.8,17.8,74.0,80.4,3,9.0,6.9,3,8.3,2.8,0,7.88,B,Pass
STU01441,18,Male,Mechanical,4,Middle,1,0,0,8.94,85.3,12.1,77.5,89.1,1,5.4,3.4,5,6.8,4.1,2,8.09,A,Pass
STU01442,22,Female,Business,2,Low,1,0,1,4.69,76.7,3.9,59.0,50.9,4,4.1,1.9,4,6.4,3.2,1,3.6,F,Fail
STU01443,19,Male,Mechanical,7,Upper-Middle,1,0,1,7.23,74.9,7.9,60.6,99.7,3,7.7,1.7,5,8.2,2.6,2,7.36,B,Pass
STU01444,19,Male,Mechanical,3,Lower-Middle,1,1,0,8.01,78.1,14.4,52.1,92.3,1,3.6,3.5,3,7.2,5.3,2,7.19,B,Pass
STU01445,20,Female,Computer Science,5,Upper-Middle,1,0,1,7.45,77.7,12.4,43.7,76.4,1,8.4,5.5,5,6.9,5.4,1,7.31,B,Pass
STU01446,22,Female,Civil,3,Middle,0,0,0,8.9,83.5,14.3,59.0,88.1,1,7.0,4.5,4,7.5,5.9,0,8.01,A,Pass
STU01447,23,Female,Computer Science,1,Lower-Middle,1,0,1,7.1,73.8,13.6,48.6,76.3,3,7.6,3.7,2,7.6,2.3,1,6.69,C,Pass
STU01448,18,Female,Business,6,Low,1,1,0,6.96,83.9,14.6,73.7,100.0,2,7.7,3.6,0,8.4,1.7,1,8.2,A,Pass
STU01449,19,Male,Civil,8,Low,0,1,1,7.97,81.1,8.4,63.4,77.8,2,7.6,1.2,4,6.1,4.1,0,6.41,C,Pass
STU01450,22,Male,Civil,8,Upper-Middle,1,0,0,7.33,82.3,9.9,64.0,87.5,4,7.3,1.0,5,5.8,3.5,0,6.66,C,Pass
STU01451,24,Female,Computer Science,4,High,1,0,0,6.69,81.7,12.8,59.2,73.2,3,7.5,5.0,4,7.6,5.0,1,6.78,C,Pass
STU01452,22,Female,Electronics,3,Middle,1,0,0,7.87,82.5,11.3,37.2,87.2,1,7.2,0.5,4,7.1,3.8,2,7.07,B,Pass
STU01453,18,Male,Electronics,5,Low,0,0,0,6.35,64.0,7.3,73.5,75.5,1,4.1,3.9,3,7.1,4.6,2,6.41,C,Pass
STU01454,22,Female,Electronics,1,Middle,1,0,1,6.41,61.2,12.9,46.7,69.0,3,5.5,5.6,5,7.0,5.1,0,6.27,C,Pass
STU01455,22,Male,Computer Science,2,Upper-Middle,1,0,0,6.51,73.8,6.2,60.1,61.1,1,9.9,2.7,3,5.4,4.0,1,6.74,C,Pass
STU01456,22,Male,Business,7,Upper-Middle,1,0,1,8.96,83.4,14.0,55.5,100.0,1,7.6,5.3,5,7.3,3.8,0,8.56,A,Pass
STU01457,24,Male,Mechanical,2,Low,1,0,0,4.0,60.7,6.0,66.1,57.0,0,7.7,2.4,3,6.6,4.1,1,5.32,D,Pass
STU01458,19,Male,Electronics,5,Low,1,0,1,7.71,78.4,10.7,68.5,90.5,0,5.4,4.5,3,6.7,4.1,2,7.91,B,Pass
STU01459,18,Male,Electronics,1,Upper-Middle,1,0,0,7.24,96.9,13.8,69.9,90.4,1,6.3,5.5,2,6.6,2.8,2,8.35,A,Pass
STU01460,24,Male,Electronics,4,Middle,1,0,0,5.01,54.4,5.3,48.7,59.1,2,3.9,4.5,4,7.0,7.3,1,5.02,D,Pass
STU01461,22,Male,Mechanical,3,Lower-Middle,1,1,0,7.6,62.1,16.4,74.0,100.0,2,4.1,8.2,2,6.5,3.5,0,7.96,B,Pass
STU01462,22,Female,Mechanical,1,Low,1,1,1,7.82,81.8,12.3,68.3,85.7,2,4.7,6.9,3,6.2,7.4,1,7.34,B,Pass
STU01463,19,Female,Business,8,Middle,1,0,0,7.97,76.8,14.9,64.3,95.4,1,7.2,4.3,2,8.2,3.5,2,7.94,B,Pass
STU01464,18,Female,Mechanical,7,High,1,0,1,4.0,62.5,7.2,48.1,34.2,5,5.6,4.3,4,7.8,2.8,1,4.07,F,Fail
STU01465,20,Female,Business,2,High,1,1,1,8.98,89.6,13.1,54.8,87.2,1,8.8,5.7,4,6.1,4.5,1,8.1,A,Pass
STU01466,24,Male,Business,7,Middle,1,1,0,6.24,81.5,3.3,67.3,49.9,1,6.6,1.0,3,5.2,6.1,2,4.4,F,Fail
STU01467,19,Male,Computer Science,7,Middle,1,0,1,8.09,68.4,14.3,64.3,100.0,0,2.8,4.0,4,7.6,7.2,2,7.27,B,Pass
STU01468,18,Female,Business,5,Low,1,0,0,8.16,76.4,13.5,76.8,64.0,1,7.5,4.5,2,6.7,1.8,2,7.69,B,Pass
STU01469,24,Male,Computer Science,5,Middle,1,0,0,6.06,73.7,10.8,41.8,65.4,1,3.6,2.6,1,6.8,4.6,1,5.51,D,Pass
STU01470,22,Female,Business,3,Middle,1,0,1,8.06,86.5,12.4,60.6,57.5,0,7.6,2.6,4,5.7,6.4,1,7.2,B,Pass
STU01471,18,Male,Electronics,5,Middle,1,0,1,6.7,91.0,9.1,68.8,64.2,1,6.4,4.5,2,7.4,4.8,1,6.3,C,Pass
STU01472,18,Female,Business,5,Middle,1,0,1,4.51,70.2,12.0,62.1,53.6,3,6.9,4.7,2,9.6,2.9,2,5.52,D,Pass
STU01473,23,Male,Business,1,Lower-Middle,1,0,0,8.72,83.1,10.0,68.4,100.0,1,5.0,4.0,2,6.5,6.8,2,8.1,A,Pass
STU01474,18,Female,Business,8,Low,1,0,0,6.19,63.8,11.6,57.1,75.4,3,7.4,5.9,4,7.6,2.9,2,6.34,C,Pass
STU01475,20,Female,Civil,4,Lower-Middle,1,0,0,6.09,65.9,7.5,63.6,57.3,0,6.4,2.9,1,8.2,1.0,0,6.03,C,Pass
STU01476,18,Female,Electronics,3,Low,1,0,1,6.68,68.6,9.3,52.2,83.3,1,5.9,5.0,3,6.5,3.8,2,7.0,C,Pass
STU01477,20,Male,Computer Science,1,Lower-Middle,1,0,0,7.55,83.0,11.2,79.1,82.0,2,4.6,3.2,3,4.6,8.9,1,6.69,C,Pass
STU01478,22,Female,Electronics,4,High,1,0,1,7.13,77.7,8.8,70.9,76.0,2,9.6,2.5,4,7.7,3.0,0,6.9,C,Pass
STU01479,20,Female,Computer Science,7,Middle,1,0,0,7.91,69.0,14.5,58.2,76.7,2,5.1,5.4,4,7.1,3.0,0,7.05,B,Pass
STU01480,24,Female,Civil,1,Middle,1,1,0,5.46,63.8,12.1,74.3,56.3,3,6.6,7.8,0,6.5,6.1,1,5.45,D,Pass
STU01481,22,Female,Electronics,6,High,1,0,0,6.23,78.2,10.9,82.5,62.7,1,5.5,6.2,5,7.1,5.4,1,7.19,B,Pass
STU01482,22,Female,Business,1,High,1,1,0,7.05,78.1,11.4,76.2,78.5,0,10.0,6.1,1,7.4,2.8,2,7.85,B,Pass
STU01483,20,Male,Mechanical,5,Middle,1,1,0,9.67,92.9,13.4,45.5,100.0,1,7.9,3.0,2,6.1,4.9,2,8.15,A,Pass
STU01484,19,Female,Business,4,Upper-Middle,1,0,1,7.05,78.3,12.7,82.8,95.0,2,6.0,5.0,5,9.2,1.2,0,7.59,B,Pass
STU01485,21,Female,Computer Science,3,Lower-Middle,1,0,1,8.61,96.1,20.7,85.6,100.0,1,8.7,8.4,2,7.7,2.2,1,9.81,A+,Pass
STU01486,18,Female,Business,3,Lower-Middle,1,0,0,7.25,78.1,10.4,86.9,51.4,2,8.0,7.2,5,8.0,2.7,0,6.58,C,Pass
STU01487,23,Male,Business,4,Middle,1,1,0,6.57,69.8,9.0,74.2,74.0,3,7.1,1.2,3,6.2,5.8,1,6.14,C,Pass
STU01488,21,Male,Mechanical,5,Upper-Middle,1,1,0,6.88,67.1,9.1,76.0,59.4,1,5.9,4.8,5,6.5,3.5,1,5.87,D,Pass
STU01489,18,Female,Mechanical,2,Upper-Middle,1,1,1,6.98,76.9,9.5,74.9,65.6,1,7.5,5.4,4,4.5,5.0,2,6.58,C,Pass
STU01490,18,Female,Civil,1,Lower-Middle,0,0,0,7.98,60.4,4.7,69.7,69.4,3,5.8,3.1,1,6.4,6.6,1,5.92,D,Pass
STU01491,22,Male,Computer Science,5,Low,1,0,1,8.99,83.5,16.2,90.0,92.7,1,7.1,3.8,3,8.1,6.8,2,8.58,A,Pass
STU01492,18,Female,Mechanical,6,Middle,1,0,0,7.67,76.7,9.8,68.2,67.3,5,5.7,4.3,5,6.9,2.8,2,6.1,C,Pass
STU01493,23,Male,Electronics,8,Low,1,0,0,8.74,72.8,9.7,48.0,91.6,0,4.4,4.5,1,5.9,5.4,1,7.61,B,Pass
STU01494,18,Male,Computer Science,7,Middle,1,0,1,5.95,62.3,11.2,54.3,54.8,1,7.0,4.6,4,6.3,1.9,1,6.01,C,Pass
STU01495,20,Male,Electronics,4,Upper-Middle,1,0,0,6.66,79.8,7.1,71.8,73.3,2,7.9,2.1,2,6.3,3.8,2,6.55,C,Pass
STU01496,21,Male,Computer Science,8,Upper-Middle,1,1,0,6.26,73.1,8.5,64.6,90.6,3,8.6,2.3,0,6.2,3.3,0,5.82,D,Pass
STU01497,20,Female,Computer Science,1,Upper-Middle,0,0,0,7.61,78.9,16.6,54.8,75.5,2,7.0,6.7,1,6.2,6.1,2,7.62,B,Pass
STU01498,23,Male,Computer Science,3,High,1,0,0,6.73,76.1,6.2,49.4,66.5,2,6.5,1.9,2,8.4,1.2,2,5.45,D,Pass
STU01499,18,Female,Business,7,Middle,1,0,0,8.15,81.5,8.7,61.5,58.4,2,5.0,2.6,1,7.2,2.2,1,6.81,C,Pass
STU01500,24,Female,Mechanical,8,Upper-Middle,1,1,1,5.99,79.9,9.8,76.0,64.7,2,6.9,3.7,1,4.8,7.3,2,6.03,C,Pass
STU01501,23,Female,Business,2,Middle,1,1,1,7.26,77.3,15.0,82.2,90.4,4,7.4,5.7,1,7.7,2.2,0,7.54,B,Pass
STU01502,22,Female,Electronics,8,Lower-Middle,1,0,0,8.09,68.8,8.5,70.4,90.1,1,3.7,5.1,4,7.0,5.0,2,7.74,B,Pass
STU01503,20,Male,Electronics,6,Low,0,0,1,4.52,75.6,7.3,75.9,53.6,3,8.4,1.4,3,7.5,3.4,1,5.33,D,Pass
STU01504,20,Female,Mechanical,3,Lower-Middle,1,0,0,9.96,92.8,18.7,74.8,100.0,1,6.6,4.7,1,7.3,2.5,2,9.85,A+,Pass
STU01505,19,Female,Electronics,4,Middle,1,1,0,6.83,69.4,4.5,44.2,93.5,2,6.2,1.8,4,6.6,3.0,1,6.04,C,Pass
STU01506,18,Male,Computer Science,1,Middle,1,0,0,4.57,52.8,8.5,47.1,71.9,0,6.5,0.9,0,6.7,5.7,2,5.35,D,Pass
STU01507,22,Female,Mechanical,4,Upper-Middle,1,0,0,7.41,80.2,14.4,65.5,79.3,1,7.0,6.2,3,7.3,4.5,0,7.96,B,Pass
STU01508,24,Female,Computer Science,7,Lower-Middle,1,0,0,7.24,75.3,10.6,60.2,64.1,1,8.9,1.2,4,6.9,3.2,1,6.9,C,Pass
STU01509,20,Female,Mechanical,1,Low,1,0,1,7.09,88.1,14.9,73.4,78.6,1,8.3,6.5,0,7.4,2.9,0,8.12,A,Pass
STU01510,20,Female,Civil,5,High,1,1,0,8.49,79.7,17.4,72.2,87.3,2,6.8,7.9,3,6.0,4.8,2,8.15,A,Pass
STU01511,22,Female,Computer Science,2,Low,1,0,0,8.17,74.2,13.7,73.0,94.3,3,2.0,5.5,4,6.7,5.9,1,7.13,B,Pass
STU01512,23,Male,Computer Science,5,Middle,1,0,0,7.59,85.1,10.8,68.3,69.9,2,8.7,1.5,0,5.5,5.9,1,6.4,C,Pass
STU01513,23,Female,Civil,5,Middle,1,0,1,7.79,86.3,9.7,52.8,81.1,0,5.5,4.1,4,7.0,4.1,2,7.69,B,Pass
STU01514,18,Female,Mechanical,4,Middle,1,0,1,7.06,76.7,11.0,61.2,86.1,0,8.1,3.1,0,7.2,3.9,2,7.55,B,Pass
